date,state,district,market,commodity,min_price,max_price,modal_price
2025-04-15,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2990,3282,3351
2025-04-16,Madhya Pradesh,Ujjain,Ujjain,Maize,1628,2359,1962
2025-04-17,Madhya Pradesh,Sagar,Sagar,Maize,2746,2086,2757
2025-04-18,Madhya Pradesh,Gwalior,Ujjain,Paddy(Dhan),2383,2427,3074
2025-04-19,Madhya Pradesh,Bhopal,Ujjain,Gram,2767,2366,3472
2025-04-20,Madhya Pradesh,Indore,Bhopal,Gram,1925,2342,2094
2025-04-21,Madhya Pradesh,Gwalior,Bhopal,Soybean,1853,2346,1978
2025-04-22,Madhya Pradesh,Bhopal,Indore,Gram,2249,3826,2028
2025-04-23,Madhya Pradesh,Indore,Bhopal,Paddy(Dhan),2243,3944,2682
2025-04-24,Madhya Pradesh,Jabalpur,Bhopal,Gram,2849,2095,2193
2025-04-25,Madhya Pradesh,Sagar,Jabalpur,Soybean,2526,3278,2491
2025-04-26,Madhya Pradesh,Indore,Ujjain,Wheat,1978,3877,3219
2025-04-27,Madhya Pradesh,Gwalior,Bhopal,Gram,2475,3159,1871
2025-04-28,Madhya Pradesh,Ujjain,Ujjain,Paddy(Dhan),2604,3271,2117
2025-04-29,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),1543,3522,2394
2025-04-30,Madhya Pradesh,Ujjain,Jabalpur,Soybean,1654,2883,2178
2025-05-01,Madhya Pradesh,Ujjain,Ujjain,Soybean,2446,3981,2706
2025-05-02,Madhya Pradesh,Indore,Sagar,Maize,2427,2485,1935
2025-05-03,Madhya Pradesh,Jabalpur,Bhopal,Maize,1598,3425,2529
2025-05-04,Madhya Pradesh,Indore,Ujjain,Maize,2920,2603,3444
2025-05-05,Madhya Pradesh,Bhopal,Indore,Wheat,1670,2411,3201
2025-05-06,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),1647,3994,2942
2025-05-07,Madhya Pradesh,Ujjain,Jabalpur,Maize,1622,3931,2705
2025-05-08,Madhya Pradesh,Sagar,Sagar,Paddy(Dhan),1611,2447,2329
2025-05-09,Madhya Pradesh,Gwalior,Bhopal,Soybean,2522,2246,2734
2025-05-10,Madhya Pradesh,Ujjain,Jabalpur,Wheat,2511,2769,2465
2025-05-11,Madhya Pradesh,Gwalior,Indore,Soybean,2653,2698,2322
2025-05-12,Madhya Pradesh,Bhopal,Sagar,Paddy(Dhan),1567,2420,3473
2025-05-13,Madhya Pradesh,Bhopal,Bhopal,Maize,2327,2123,2186
2025-05-14,Madhya Pradesh,Sagar,Ujjain,Soybean,2391,3283,2373
2025-05-15,Madhya Pradesh,Bhopal,Bhopal,Gram,2809,3192,2382
2025-05-16,Madhya Pradesh,Indore,Gwalior,Wheat,2528,2940,2372
2025-05-17,Madhya Pradesh,Ujjain,Bhopal,Paddy(Dhan),2641,2876,2443
2025-05-18,Madhya Pradesh,Gwalior,Ujjain,Maize,1729,3134,2372
2025-05-19,Madhya Pradesh,Sagar,Gwalior,Soybean,1659,3313,2669
2025-05-20,Madhya Pradesh,Sagar,Sagar,Wheat,2817,3622,3092
2025-05-21,Madhya Pradesh,Bhopal,Jabalpur,Maize,1685,2012,3347
2025-05-22,Madhya Pradesh,Bhopal,Sagar,Soybean,2513,3286,2346
2025-05-23,Madhya Pradesh,Gwalior,Bhopal,Paddy(Dhan),2376,2799,3309
2025-05-24,Madhya Pradesh,Ujjain,Jabalpur,Gram,2051,3046,2237
2025-05-25,Madhya Pradesh,Ujjain,Bhopal,Gram,2747,2944,3386
2025-05-26,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),2675,2199,2354
2025-05-27,Madhya Pradesh,Gwalior,Indore,Wheat,2663,3265,1910
2025-05-28,Madhya Pradesh,Sagar,Ujjain,Paddy(Dhan),2890,3262,3145
2025-05-29,Madhya Pradesh,Jabalpur,Sagar,Soybean,2651,2302,2326
2025-05-30,Madhya Pradesh,Ujjain,Indore,Wheat,2874,3188,1976
2025-05-31,Madhya Pradesh,Gwalior,Gwalior,Gram,1646,2737,2473
2025-06-01,Madhya Pradesh,Gwalior,Gwalior,Soybean,2808,2175,3374
2025-06-02,Madhya Pradesh,Sagar,Bhopal,Maize,2992,3052,3361
2025-06-03,Madhya Pradesh,Bhopal,Jabalpur,Maize,2741,2676,2423
2025-06-04,Madhya Pradesh,Gwalior,Gwalior,Maize,1935,2534,2743
2025-06-05,Madhya Pradesh,Sagar,Bhopal,Gram,2231,3317,2272
2025-06-06,Madhya Pradesh,Indore,Jabalpur,Paddy(Dhan),2668,2476,3386
2025-06-07,Madhya Pradesh,Bhopal,Indore,Wheat,2800,2382,2793
2025-06-08,Madhya Pradesh,Bhopal,Bhopal,Gram,1559,2555,2678
2025-06-09,Madhya Pradesh,Ujjain,Jabalpur,Soybean,2342,3796,3211
2025-06-10,Madhya Pradesh,Jabalpur,Ujjain,Soybean,2898,3715,2921
2025-06-11,Madhya Pradesh,Ujjain,Sagar,Maize,1903,3319,3234
2025-06-12,Madhya Pradesh,Indore,Sagar,Wheat,2380,3674,3198
2025-06-13,Madhya Pradesh,Sagar,Ujjain,Maize,2637,2333,1969
2025-06-14,Madhya Pradesh,Bhopal,Gwalior,Soybean,2114,3271,2813
2025-06-15,Madhya Pradesh,Bhopal,Sagar,Soybean,1835,3264,1855
2025-06-16,Madhya Pradesh,Gwalior,Jabalpur,Paddy(Dhan),2330,3129,2124
2025-06-17,Madhya Pradesh,Jabalpur,Ujjain,Paddy(Dhan),1784,2897,2457
2025-06-18,Madhya Pradesh,Jabalpur,Gwalior,Paddy(Dhan),1628,2930,2756
2025-06-19,Madhya Pradesh,Gwalior,Bhopal,Maize,1814,2684,2059
2025-06-20,Madhya Pradesh,Indore,Bhopal,Wheat,2459,2560,2440
2025-06-21,Madhya Pradesh,Jabalpur,Jabalpur,Paddy(Dhan),1570,2122,2361
2025-06-22,Madhya Pradesh,Bhopal,Jabalpur,Gram,1844,3058,2139
2025-06-23,Madhya Pradesh,Indore,Jabalpur,Paddy(Dhan),2621,2617,2203
2025-06-24,Madhya Pradesh,Ujjain,Sagar,Maize,2823,2987,2331
2025-06-25,Madhya Pradesh,Ujjain,Jabalpur,Wheat,1675,2839,2997
2025-06-26,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),2383,2415,2594
2025-06-27,Madhya Pradesh,Bhopal,Ujjain,Wheat,2598,2707,3361
2025-06-28,Madhya Pradesh,Ujjain,Gwalior,Gram,1642,3644,2983
2025-06-29,Madhya Pradesh,Sagar,Ujjain,Soybean,2430,2636,2833
2025-06-30,Madhya Pradesh,Bhopal,Sagar,Wheat,2546,3350,2393
2025-07-01,Madhya Pradesh,Gwalior,Bhopal,Paddy(Dhan),1680,3318,3079
2025-07-02,Madhya Pradesh,Jabalpur,Gwalior,Maize,2568,3455,2416
2025-07-03,Madhya Pradesh,Indore,Ujjain,Maize,2992,2346,2451
2025-07-04,Madhya Pradesh,Jabalpur,Jabalpur,Maize,1591,2036,2513
2025-07-05,Madhya Pradesh,Gwalior,Ujjain,Maize,2792,3723,2143
2025-07-06,Madhya Pradesh,Ujjain,Indore,Wheat,1533,2511,3359
2025-07-07,Madhya Pradesh,Sagar,Gwalior,Maize,2177,2848,3196
2025-07-08,Madhya Pradesh,Bhopal,Sagar,Soybean,2887,3993,3258
2025-07-09,Madhya Pradesh,Bhopal,Ujjain,Gram,2656,3923,1845
2025-07-10,Madhya Pradesh,Gwalior,Ujjain,Wheat,2258,2534,2703
2025-07-11,Madhya Pradesh,Indore,Sagar,Wheat,1881,2909,1854
2025-07-12,Madhya Pradesh,Jabalpur,Bhopal,Maize,2465,2772,2901
2025-07-13,Madhya Pradesh,Sagar,Jabalpur,Maize,2800,3729,3314
2025-07-14,Madhya Pradesh,Ujjain,Jabalpur,Wheat,2679,3901,3494
2025-07-15,Madhya Pradesh,Indore,Bhopal,Maize,1886,2663,2655
2025-07-16,Madhya Pradesh,Sagar,Bhopal,Maize,2034,3041,3095
2025-07-17,Madhya Pradesh,Sagar,Indore,Maize,1699,2026,2459
2025-07-18,Madhya Pradesh,Gwalior,Sagar,Maize,1774,2535,3373
2025-07-19,Madhya Pradesh,Gwalior,Gwalior,Maize,2000,3052,1910
2025-07-20,Madhya Pradesh,Bhopal,Jabalpur,Paddy(Dhan),1958,3674,2838
2025-07-21,Madhya Pradesh,Ujjain,Bhopal,Paddy(Dhan),1549,3007,1877
2025-07-22,Madhya Pradesh,Indore,Bhopal,Paddy(Dhan),2469,2657,2300
2025-07-23,Madhya Pradesh,Bhopal,Sagar,Wheat,2487,3658,2387
2025-07-24,Madhya Pradesh,Ujjain,Gwalior,Gram,2031,2639,2217
2025-07-25,Madhya Pradesh,Jabalpur,Bhopal,Wheat,2503,3903,2074
2025-07-26,Madhya Pradesh,Jabalpur,Indore,Paddy(Dhan),2127,3140,3317
2025-07-27,Madhya Pradesh,Bhopal,Gwalior,Wheat,2615,3155,3020
2025-07-28,Madhya Pradesh,Indore,Indore,Gram,2979,3312,3199
2025-07-29,Madhya Pradesh,Ujjain,Ujjain,Maize,1838,3741,2886
2025-07-30,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,2576,3259,3184
2025-07-31,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),1503,2041,2772
2025-08-01,Madhya Pradesh,Indore,Gwalior,Paddy(Dhan),1780,3183,3367
2025-08-02,Madhya Pradesh,Bhopal,Indore,Gram,2813,3787,2790
2025-08-03,Madhya Pradesh,Gwalior,Jabalpur,Maize,1572,3714,2933
2025-08-04,Madhya Pradesh,Sagar,Jabalpur,Maize,2660,3148,1993
2025-08-05,Madhya Pradesh,Ujjain,Bhopal,Soybean,2267,3283,3342
2025-08-06,Madhya Pradesh,Jabalpur,Jabalpur,Maize,2470,3299,3474
2025-08-07,Madhya Pradesh,Sagar,Bhopal,Gram,2497,2212,3282
2025-08-08,Madhya Pradesh,Sagar,Ujjain,Maize,2916,3986,2654
2025-08-09,Madhya Pradesh,Gwalior,Bhopal,Gram,1707,3496,2598
2025-08-10,Madhya Pradesh,Sagar,Sagar,Paddy(Dhan),1759,2835,2100
2025-08-11,Madhya Pradesh,Indore,Indore,Paddy(Dhan),2429,2701,2767
2025-08-12,Madhya Pradesh,Bhopal,Sagar,Paddy(Dhan),1762,3593,2367
2025-08-13,Madhya Pradesh,Ujjain,Jabalpur,Wheat,2282,3454,2471
2025-08-14,Madhya Pradesh,Indore,Jabalpur,Paddy(Dhan),2004,3738,3319
2025-08-15,Madhya Pradesh,Bhopal,Jabalpur,Gram,1702,2079,1948
2025-08-16,Madhya Pradesh,Indore,Bhopal,Soybean,2870,2954,2568
2025-08-17,Madhya Pradesh,Jabalpur,Gwalior,Maize,1551,3251,3284
2025-08-18,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),2879,2901,1938
2025-08-19,Madhya Pradesh,Gwalior,Indore,Wheat,1862,3118,2660
2025-08-20,Madhya Pradesh,Indore,Bhopal,Wheat,1544,2423,2091
2025-08-21,Madhya Pradesh,Sagar,Jabalpur,Gram,2326,3996,2134
2025-08-22,Madhya Pradesh,Jabalpur,Ujjain,Soybean,2901,2918,2498
2025-08-23,Madhya Pradesh,Bhopal,Indore,Paddy(Dhan),2288,3971,3007
2025-08-24,Madhya Pradesh,Gwalior,Sagar,Paddy(Dhan),2935,2515,2106
2025-08-25,Madhya Pradesh,Sagar,Ujjain,Wheat,2270,2164,2724
2025-08-26,Madhya Pradesh,Ujjain,Indore,Gram,1641,3449,2780
2025-08-27,Madhya Pradesh,Indore,Indore,Wheat,2781,2996,2697
2025-08-28,Madhya Pradesh,Jabalpur,Jabalpur,Wheat,2296,3835,3085
2025-08-29,Madhya Pradesh,Sagar,Sagar,Soybean,1536,2992,2726
2025-08-30,Madhya Pradesh,Bhopal,Bhopal,Gram,1544,2892,3133
2025-08-31,Madhya Pradesh,Indore,Sagar,Soybean,2419,3015,2143
2025-09-01,Madhya Pradesh,Bhopal,Jabalpur,Gram,2569,3065,3247
2025-09-02,Madhya Pradesh,Gwalior,Jabalpur,Paddy(Dhan),2064,3820,2456
2025-09-03,Madhya Pradesh,Jabalpur,Jabalpur,Maize,1800,2740,3337
2025-09-04,Madhya Pradesh,Jabalpur,Ujjain,Maize,1787,3426,3347
2025-09-05,Madhya Pradesh,Gwalior,Sagar,Gram,2285,2754,2060
2025-09-06,Madhya Pradesh,Bhopal,Sagar,Maize,1768,3747,3185
2025-09-07,Madhya Pradesh,Indore,Indore,Wheat,2290,2415,1968
2025-09-08,Madhya Pradesh,Bhopal,Gwalior,Paddy(Dhan),2585,3323,2459
2025-09-09,Madhya Pradesh,Indore,Bhopal,Paddy(Dhan),2080,3078,1999
2025-09-10,Madhya Pradesh,Sagar,Jabalpur,Maize,2765,2335,3208
2025-09-11,Madhya Pradesh,Gwalior,Sagar,Gram,2435,3924,3135
2025-09-12,Madhya Pradesh,Ujjain,Sagar,Wheat,1853,2880,2381
2025-09-13,Madhya Pradesh,Indore,Indore,Gram,2467,3453,3135
2025-09-14,Madhya Pradesh,Jabalpur,Bhopal,Maize,1570,2971,2365
2025-09-15,Madhya Pradesh,Sagar,Gwalior,Paddy(Dhan),2334,2684,2194
2025-09-16,Madhya Pradesh,Jabalpur,Gwalior,Paddy(Dhan),1912,3812,2150
2025-09-17,Madhya Pradesh,Sagar,Jabalpur,Gram,2111,3357,1827
2025-09-18,Madhya Pradesh,Jabalpur,Gwalior,Soybean,2584,2740,2431
2025-09-19,Madhya Pradesh,Bhopal,Gwalior,Gram,2114,3429,2956
2025-09-20,Madhya Pradesh,Bhopal,Bhopal,Soybean,2975,2029,2179
2025-09-21,Madhya Pradesh,Bhopal,Bhopal,Gram,2916,3558,3425
2025-09-22,Madhya Pradesh,Sagar,Jabalpur,Soybean,2028,3540,2327
2025-09-23,Madhya Pradesh,Sagar,Sagar,Soybean,2828,2574,3110
2025-09-24,Madhya Pradesh,Jabalpur,Indore,Soybean,1690,2220,3107
2025-09-25,Madhya Pradesh,Indore,Jabalpur,Soybean,1577,2826,2702
2025-09-26,Madhya Pradesh,Sagar,Ujjain,Wheat,2388,2593,3472
2025-09-27,Madhya Pradesh,Jabalpur,Gwalior,Soybean,2824,3517,2606
2025-09-28,Madhya Pradesh,Indore,Indore,Soybean,2448,2753,2026
2025-09-29,Madhya Pradesh,Bhopal,Sagar,Paddy(Dhan),1516,3276,3250
2025-09-30,Madhya Pradesh,Sagar,Sagar,Wheat,2314,3587,1826
2025-10-01,Madhya Pradesh,Ujjain,Bhopal,Soybean,1933,3344,3155
2025-10-02,Madhya Pradesh,Bhopal,Ujjain,Maize,2566,3062,2940
2025-10-03,Madhya Pradesh,Gwalior,Sagar,Wheat,2591,3020,1888
2025-10-04,Madhya Pradesh,Indore,Ujjain,Paddy(Dhan),2903,3488,2418
2025-10-05,Madhya Pradesh,Ujjain,Gwalior,Gram,1711,3794,1921
2025-10-06,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),1702,3961,2665
2025-10-07,Madhya Pradesh,Sagar,Indore,Paddy(Dhan),2225,3862,1832
2025-10-08,Madhya Pradesh,Ujjain,Bhopal,Wheat,1608,3434,2402
2025-10-09,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2467,3435,2495
2025-10-10,Madhya Pradesh,Indore,Sagar,Maize,1783,2491,2687
2025-10-11,Madhya Pradesh,Gwalior,Ujjain,Maize,2440,2437,3221
2025-10-12,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2748,2478,2324
2025-10-13,Madhya Pradesh,Ujjain,Sagar,Wheat,2236,2782,2847
2025-10-14,Madhya Pradesh,Bhopal,Jabalpur,Wheat,2641,2948,3148
2025-10-15,Madhya Pradesh,Indore,Ujjain,Gram,2431,3007,1833
2025-10-16,Madhya Pradesh,Sagar,Gwalior,Paddy(Dhan),2102,2071,2046
2025-10-17,Madhya Pradesh,Gwalior,Indore,Maize,2863,2581,2842
2025-10-18,Madhya Pradesh,Bhopal,Indore,Maize,2804,2219,2853
2025-10-19,Madhya Pradesh,Gwalior,Sagar,Soybean,1990,3027,1848
2025-10-20,Madhya Pradesh,Sagar,Sagar,Gram,1518,3885,2711
2025-10-21,Madhya Pradesh,Indore,Indore,Wheat,2698,3002,1979
2025-10-22,Madhya Pradesh,Ujjain,Jabalpur,Wheat,2992,3936,3193
2025-10-23,Madhya Pradesh,Gwalior,Bhopal,Gram,2300,2289,2537
2025-10-24,Madhya Pradesh,Indore,Indore,Maize,2259,2379,3218
2025-10-25,Madhya Pradesh,Gwalior,Sagar,Wheat,2665,3925,2389
2025-10-26,Madhya Pradesh,Bhopal,Sagar,Soybean,2986,2803,2295
2025-10-27,Madhya Pradesh,Gwalior,Jabalpur,Maize,2428,3378,2230
2025-10-28,Madhya Pradesh,Bhopal,Indore,Paddy(Dhan),1797,2742,3030
2025-10-29,Madhya Pradesh,Bhopal,Jabalpur,Gram,2993,3958,2858
2025-10-30,Madhya Pradesh,Indore,Indore,Maize,2204,2079,3406
2025-10-31,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),2314,2065,3236
2025-11-01,Madhya Pradesh,Sagar,Gwalior,Soybean,2302,2135,2163
2025-11-02,Madhya Pradesh,Gwalior,Indore,Gram,1872,2398,2109
2025-11-03,Madhya Pradesh,Ujjain,Gwalior,Wheat,2991,3726,2781
2025-11-04,Madhya Pradesh,Bhopal,Indore,Wheat,2427,2346,3102
2025-11-05,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),2450,3871,2975
2025-11-06,Madhya Pradesh,Bhopal,Sagar,Maize,2961,3984,2026
2025-11-07,Madhya Pradesh,Jabalpur,Gwalior,Soybean,2343,2058,3066
2025-11-08,Madhya Pradesh,Jabalpur,Jabalpur,Paddy(Dhan),2446,2777,1809
2025-11-09,Madhya Pradesh,Ujjain,Indore,Soybean,1942,2518,3215
2025-11-10,Madhya Pradesh,Jabalpur,Sagar,Soybean,2979,3903,1847
2025-11-11,Madhya Pradesh,Ujjain,Indore,Soybean,2771,2713,3447
2025-11-12,Madhya Pradesh,Indore,Jabalpur,Gram,1641,3867,2003
2025-11-13,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),1901,2976,2788
2025-11-14,Madhya Pradesh,Ujjain,Ujjain,Gram,2322,3260,2693
2025-11-15,Madhya Pradesh,Sagar,Indore,Maize,1721,3803,1956
2025-11-16,Madhya Pradesh,Bhopal,Jabalpur,Maize,2236,2078,2654
2025-11-17,Madhya Pradesh,Sagar,Ujjain,Wheat,2707,3581,1825
2025-11-18,Madhya Pradesh,Gwalior,Indore,Wheat,2887,3778,2220
2025-11-19,Madhya Pradesh,Sagar,Gwalior,Wheat,2493,3823,2560
2025-11-20,Madhya Pradesh,Indore,Sagar,Maize,2711,3695,2573
2025-11-21,Madhya Pradesh,Gwalior,Sagar,Soybean,1612,2114,2063
2025-11-22,Madhya Pradesh,Gwalior,Jabalpur,Soybean,2704,2985,3352
2025-11-23,Madhya Pradesh,Jabalpur,Gwalior,Paddy(Dhan),2722,3485,2387
2025-11-24,Madhya Pradesh,Sagar,Bhopal,Maize,2593,3649,2757
2025-11-25,Madhya Pradesh,Jabalpur,Ujjain,Wheat,2097,2125,2269
2025-11-26,Madhya Pradesh,Sagar,Jabalpur,Maize,2403,3625,2053
2025-11-27,Madhya Pradesh,Gwalior,Indore,Soybean,1984,2572,3369
2025-11-28,Madhya Pradesh,Jabalpur,Sagar,Soybean,2922,2964,2970
2025-11-29,Madhya Pradesh,Bhopal,Indore,Gram,2050,2499,3149
2025-11-30,Madhya Pradesh,Sagar,Ujjain,Gram,2533,2828,3161
2025-12-01,Madhya Pradesh,Sagar,Gwalior,Paddy(Dhan),1502,3125,2539
2025-12-02,Madhya Pradesh,Jabalpur,Gwalior,Maize,2161,2625,1917
2025-12-03,Madhya Pradesh,Sagar,Jabalpur,Gram,1566,3197,2988
2025-12-04,Madhya Pradesh,Gwalior,Jabalpur,Gram,2204,2451,2349
2025-12-05,Madhya Pradesh,Jabalpur,Gwalior,Maize,2620,3115,2710
2025-12-06,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,2841,3718,2669
2025-12-07,Madhya Pradesh,Ujjain,Gwalior,Paddy(Dhan),1597,2384,2607
2025-12-08,Madhya Pradesh,Ujjain,Ujjain,Paddy(Dhan),2580,3228,3472
2025-12-09,Madhya Pradesh,Gwalior,Jabalpur,Paddy(Dhan),2630,2362,2620
2025-12-10,Madhya Pradesh,Bhopal,Gwalior,Gram,1587,3730,3021
2025-12-11,Madhya Pradesh,Sagar,Jabalpur,Soybean,2471,3840,3197
2025-12-12,Madhya Pradesh,Indore,Indore,Paddy(Dhan),2152,2497,3401
2025-12-13,Madhya Pradesh,Sagar,Sagar,Maize,2155,2536,3415
2025-12-14,Madhya Pradesh,Indore,Indore,Paddy(Dhan),2411,3257,2363
2025-12-15,Madhya Pradesh,Gwalior,Bhopal,Wheat,1870,2015,2952
2025-12-16,Madhya Pradesh,Bhopal,Gwalior,Soybean,1874,2980,2213
2025-12-17,Madhya Pradesh,Bhopal,Bhopal,Wheat,1551,3164,3203
2025-12-18,Madhya Pradesh,Bhopal,Gwalior,Soybean,1540,3971,2679
2025-12-19,Madhya Pradesh,Ujjain,Sagar,Maize,2315,2619,2792
2025-12-20,Madhya Pradesh,Gwalior,Jabalpur,Gram,1590,3443,1800
2025-12-21,Madhya Pradesh,Indore,Gwalior,Gram,1538,3479,1966
2025-12-22,Madhya Pradesh,Bhopal,Indore,Soybean,2536,2299,1815
2025-12-23,Madhya Pradesh,Gwalior,Jabalpur,Paddy(Dhan),2399,2338,2456
2025-12-24,Madhya Pradesh,Sagar,Sagar,Wheat,2120,2302,1911
2025-12-25,Madhya Pradesh,Indore,Indore,Maize,1603,3915,3191
2025-12-26,Madhya Pradesh,Ujjain,Jabalpur,Paddy(Dhan),2242,2591,2925
2025-12-27,Madhya Pradesh,Jabalpur,Gwalior,Gram,1542,2075,2393
2025-12-28,Madhya Pradesh,Indore,Gwalior,Paddy(Dhan),1708,3811,3229
2025-12-29,Madhya Pradesh,Sagar,Indore,Wheat,2099,2913,2306
2025-12-30,Madhya Pradesh,Indore,Ujjain,Gram,2104,3973,3434
2025-12-31,Madhya Pradesh,Indore,Gwalior,Soybean,1975,2779,2470
2026-01-01,Madhya Pradesh,Jabalpur,Ujjain,Maize,1608,3647,2863
2026-01-02,Madhya Pradesh,Bhopal,Jabalpur,Maize,1713,2920,3490
2026-01-03,Madhya Pradesh,Sagar,Ujjain,Gram,1908,3339,3371
2026-01-04,Madhya Pradesh,Jabalpur,Indore,Soybean,2270,3523,3204
2026-01-05,Madhya Pradesh,Indore,Bhopal,Wheat,2132,3098,2558
2026-01-06,Madhya Pradesh,Sagar,Bhopal,Maize,1576,3749,3339
2026-01-07,Madhya Pradesh,Ujjain,Indore,Gram,1594,2365,2296
2026-01-08,Madhya Pradesh,Indore,Bhopal,Maize,1768,3569,2764
2026-01-09,Madhya Pradesh,Ujjain,Indore,Soybean,1860,2652,2080
2026-01-10,Madhya Pradesh,Gwalior,Gwalior,Wheat,2029,3005,2150
2026-01-11,Madhya Pradesh,Ujjain,Ujjain,Soybean,2182,3701,2133
2026-01-12,Madhya Pradesh,Indore,Bhopal,Paddy(Dhan),1661,2395,2560
2026-01-13,Madhya Pradesh,Jabalpur,Gwalior,Soybean,1964,3254,3347
2026-01-14,Madhya Pradesh,Indore,Bhopal,Soybean,2322,2803,3106
2026-01-15,Madhya Pradesh,Indore,Jabalpur,Maize,2047,3051,2527
2026-01-16,Madhya Pradesh,Gwalior,Indore,Soybean,2710,3498,3142
2026-01-17,Madhya Pradesh,Bhopal,Indore,Gram,1551,3318,2622
2026-01-18,Madhya Pradesh,Indore,Gwalior,Maize,1987,2844,3237
2026-01-19,Madhya Pradesh,Gwalior,Jabalpur,Maize,2919,3450,3417
2026-01-20,Madhya Pradesh,Jabalpur,Ujjain,Paddy(Dhan),1591,2871,1813
2026-01-21,Madhya Pradesh,Gwalior,Jabalpur,Gram,2150,3114,2879
2026-01-22,Madhya Pradesh,Gwalior,Jabalpur,Soybean,1856,2114,3226
2026-01-23,Madhya Pradesh,Ujjain,Sagar,Paddy(Dhan),2218,3182,2141
2026-01-24,Madhya Pradesh,Bhopal,Ujjain,Gram,2667,3281,1998
2026-01-25,Madhya Pradesh,Bhopal,Ujjain,Paddy(Dhan),1698,2372,2477
2026-01-26,Madhya Pradesh,Sagar,Jabalpur,Wheat,2314,2849,3115
2026-01-27,Madhya Pradesh,Jabalpur,Bhopal,Soybean,2846,2089,2457
2026-01-28,Madhya Pradesh,Sagar,Sagar,Paddy(Dhan),2855,2756,3264
2026-01-29,Madhya Pradesh,Gwalior,Bhopal,Wheat,2787,3321,1877
2026-01-30,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,1716,2030,1911
2026-01-31,Madhya Pradesh,Jabalpur,Bhopal,Paddy(Dhan),2055,3852,2334
2026-02-01,Madhya Pradesh,Bhopal,Ujjain,Paddy(Dhan),2957,2357,3198
2026-02-02,Madhya Pradesh,Bhopal,Ujjain,Paddy(Dhan),2302,3847,2939
2026-02-03,Madhya Pradesh,Bhopal,Bhopal,Paddy(Dhan),2983,2469,2965
2026-02-04,Madhya Pradesh,Indore,Ujjain,Maize,2200,3763,2791
2026-02-05,Madhya Pradesh,Gwalior,Indore,Paddy(Dhan),2002,3874,3020
2026-02-06,Madhya Pradesh,Jabalpur,Ujjain,Maize,1968,3151,2589
2026-02-07,Madhya Pradesh,Gwalior,Jabalpur,Maize,1865,3805,3363
2026-02-08,Madhya Pradesh,Jabalpur,Gwalior,Wheat,2762,2269,3122
2026-02-09,Madhya Pradesh,Jabalpur,Bhopal,Soybean,2123,3521,2899
2026-02-10,Madhya Pradesh,Sagar,Sagar,Maize,2419,3436,2329
2026-02-11,Madhya Pradesh,Jabalpur,Bhopal,Gram,2060,2208,1899
2026-02-12,Madhya Pradesh,Jabalpur,Ujjain,Maize,2322,2689,3302
2026-02-13,Madhya Pradesh,Ujjain,Ujjain,Gram,2466,3329,2772
2026-02-14,Madhya Pradesh,Ujjain,Gwalior,Wheat,2162,3214,3291
2026-02-15,Madhya Pradesh,Sagar,Gwalior,Gram,2250,3380,3459
2026-02-16,Madhya Pradesh,Indore,Sagar,Wheat,2919,2456,3115
2026-02-17,Madhya Pradesh,Bhopal,Jabalpur,Wheat,2918,2448,2814
2026-02-18,Madhya Pradesh,Jabalpur,Indore,Wheat,2598,2067,1924
2026-02-19,Madhya Pradesh,Gwalior,Jabalpur,Gram,2621,3862,2814
2026-02-20,Madhya Pradesh,Ujjain,Sagar,Gram,1882,3802,2318
2026-02-21,Madhya Pradesh,Bhopal,Bhopal,Wheat,2893,3805,1822
2026-02-22,Madhya Pradesh,Indore,Ujjain,Wheat,2808,2873,1961
2026-02-23,Madhya Pradesh,Bhopal,Jabalpur,Soybean,2779,2466,2428
2026-02-24,Madhya Pradesh,Jabalpur,Ujjain,Wheat,1808,3383,2305
2026-02-25,Madhya Pradesh,Bhopal,Ujjain,Paddy(Dhan),1675,3410,2681
2026-02-26,Madhya Pradesh,Jabalpur,Jabalpur,Soybean,1727,2127,2844
2026-02-27,Madhya Pradesh,Sagar,Jabalpur,Soybean,1846,3799,3287
2026-02-28,Madhya Pradesh,Ujjain,Gwalior,Soybean,2865,2732,2282
2026-03-01,Madhya Pradesh,Ujjain,Sagar,Paddy(Dhan),2762,3777,3325
2026-03-02,Madhya Pradesh,Jabalpur,Sagar,Soybean,2520,3508,2108
2026-03-03,Madhya Pradesh,Gwalior,Indore,Soybean,1849,3267,3419
2026-03-04,Madhya Pradesh,Ujjain,Gwalior,Gram,1954,3962,2673
